Entity,Code,Year,GDP per capita
United Kingdom,GBR,1613,1612
United Kingdom,GBR,1614,1555
United Kingdom,GBR,1615,1681
United Kingdom,GBR,1616,1586
United Kingdom,GBR,1617,1749
United Kingdom,GBR,1618,1740
United Kingdom,GBR,1619,1586
United Kingdom,GBR,1620,1842
United Kingdom,GBR,1621,1832
United Kingdom,GBR,1622,1581
United Kingdom,GBR,1623,1568
United Kingdom,GBR,1624,1781
United Kingdom,GBR,1625,1798
United Kingdom,GBR,1626,1730
United Kingdom,GBR,1627,1733
United Kingdom,GBR,1628,1947
United Kingdom,GBR,1629,1430
United Kingdom,GBR,1630,1416
United Kingdom,GBR,1631,1451
United Kingdom,GBR,1632,1630
United Kingdom,GBR,1633,1501
United Kingdom,GBR,1634,1519
United Kingdom,GBR,1635,1571
United Kingdom,GBR,1636,1526
United Kingdom,GBR,1637,1476
United Kingdom,GBR,1638,1624
United Kingdom,GBR,1639,1640
United Kingdom,GBR,1640,1683
United Kingdom,GBR,1641,1499
United Kingdom,GBR,1642,1635
United Kingdom,GBR,1643,1725
United Kingdom,GBR,1644,1745
United Kingdom,GBR,1645,1511
United Kingdom,GBR,1646,1524
United Kingdom,GBR,1647,1515
United Kingdom,GBR,1648,1535
United Kingdom,GBR,1649,1508
United Kingdom,GBR,1650,1446
United Kingdom,GBR,1651,1527
United Kingdom,GBR,1652,1720
United Kingdom,GBR,1653,1920
United Kingdom,GBR,1654,1903
United Kingdom,GBR,1655,1982
United Kingdom,GBR,1656,1835
United Kingdom,GBR,1657,1727
United Kingdom,GBR,1658,1702
United Kingdom,GBR,1659,1441
United Kingdom,GBR,1660,1578
United Kingdom,GBR,1661,1610
United Kingdom,GBR,1662,1664
United Kingdom,GBR,1663,1959
United Kingdom,GBR,1664,1828
United Kingdom,GBR,1665,1907
United Kingdom,GBR,1666,2135
United Kingdom,GBR,1667,2196
United Kingdom,GBR,1668,1940
United Kingdom,GBR,1669,1991
United Kingdom,GBR,1670,1934
United Kingdom,GBR,1671,1873
United Kingdom,GBR,1672,1860
United Kingdom,GBR,1673,1897
United Kingdom,GBR,1674,1806
United Kingdom,GBR,1675,1853
United Kingdom,GBR,1676,2191
United Kingdom,GBR,1677,2029
United Kingdom,GBR,1678,2103
United Kingdom,GBR,1679,1963
United Kingdom,GBR,1680,2209
United Kingdom,GBR,1681,2004
United Kingdom,GBR,1682,2150
United Kingdom,GBR,1683,2323
United Kingdom,GBR,1684,1946
United Kingdom,GBR,1685,2110
United Kingdom,GBR,1686,1949
United Kingdom,GBR,1687,2169
United Kingdom,GBR,1688,2333
United Kingdom,GBR,1689,2233
United Kingdom,GBR,1690,2386
United Kingdom,GBR,1691,2400
United Kingdom,GBR,1692,2595
United Kingdom,GBR,1693,2197
United Kingdom,GBR,1694,2616
United Kingdom,GBR,1695,2502
United Kingdom,GBR,1696,2392
United Kingdom,GBR,1697,2361
United Kingdom,GBR,1698,2417
United Kingdom,GBR,1699,2324
United Kingdom,GBR,1700,2412
United Kingdom,GBR,1701,2613
United Kingdom,GBR,1702,2526
United Kingdom,GBR,1703,2345
United Kingdom,GBR,1704,2778
United Kingdom,GBR,1705,2630
United Kingdom,GBR,1706,2220
United Kingdom,GBR,1707,2485
United Kingdom,GBR,1708,2636
United Kingdom,GBR,1709,2278
United Kingdom,GBR,1710,2066
United Kingdom,GBR,1711,2255
United Kingdom,GBR,1712,2257
United Kingdom,GBR,1713,2157
United Kingdom,GBR,1714,2364
United Kingdom,GBR,1715,2294
United Kingdom,GBR,1716,2367
United Kingdom,GBR,1717,2483
United Kingdom,GBR,1718,2606
United Kingdom,GBR,1719,2542
United Kingdom,GBR,1720,2715
United Kingdom,GBR,1721,2611
United Kingdom,GBR,1722,2636
United Kingdom,GBR,1723,2563
United Kingdom,GBR,1724,2528
United Kingdom,GBR,1725,2585
United Kingdom,GBR,1726,2483
United Kingdom,GBR,1727,2455
United Kingdom,GBR,1728,2554
United Kingdom,GBR,1729,2452
United Kingdom,GBR,1730,2538
United Kingdom,GBR,1731,2499
United Kingdom,GBR,1732,2654
United Kingdom,GBR,1733,2699
United Kingdom,GBR,1734,2662
United Kingdom,GBR,1735,2576
United Kingdom,GBR,1736,2745
United Kingdom,GBR,1737,2582
United Kingdom,GBR,1738,2619
United Kingdom,GBR,1739,2584
United Kingdom,GBR,1740,2526
United Kingdom,GBR,1741,2595
United Kingdom,GBR,1742,2683
United Kingdom,GBR,1743,2621
United Kingdom,GBR,1744,2565
United Kingdom,GBR,1745,2577
United Kingdom,GBR,1746,2641
United Kingdom,GBR,1747,2750
United Kingdom,GBR,1748,2713
United Kingdom,GBR,1749,2681
United Kingdom,GBR,1750,2702
United Kingdom,GBR,1751,2627
United Kingdom,GBR,1752,2738
United Kingdom,GBR,1753,2743
United Kingdom,GBR,1754,2648
United Kingdom,GBR,1755,2710
United Kingdom,GBR,1756,2643
United Kingdom,GBR,1757,2783
United Kingdom,GBR,1758,2815
United Kingdom,GBR,1759,2850
United Kingdom,GBR,1760,2915
United Kingdom,GBR,1761,3011
United Kingdom,GBR,1762,2917
United Kingdom,GBR,1763,2914
United Kingdom,GBR,1764,2898
United Kingdom,GBR,1765,2853
United Kingdom,GBR,1766,2879
United Kingdom,GBR,1767,2891
United Kingdom,GBR,1768,2911
United Kingdom,GBR,1769,3056
United Kingdom,GBR,1770,2952
United Kingdom,GBR,1771,2989
United Kingdom,GBR,1772,2890
United Kingdom,GBR,1773,2920
United Kingdom,GBR,1774,2834
United Kingdom,GBR,1775,2895
United Kingdom,GBR,1776,2962
United Kingdom,GBR,1777,3017
United Kingdom,GBR,1778,2966
United Kingdom,GBR,1779,2931
United Kingdom,GBR,1780,3049
United Kingdom,GBR,1781,3102
United Kingdom,GBR,1782,3048
United Kingdom,GBR,1783,3027
United Kingdom,GBR,1784,3009
United Kingdom,GBR,1785,2962
United Kingdom,GBR,1786,2981
United Kingdom,GBR,1787,2898
United Kingdom,GBR,1788,2861
United Kingdom,GBR,1789,2888
United Kingdom,GBR,1790,3072
United Kingdom,GBR,1791,3046
United Kingdom,GBR,1792,3134
United Kingdom,GBR,1793,3051
United Kingdom,GBR,1794,2925
United Kingdom,GBR,1795,3207
United Kingdom,GBR,1796,3233
United Kingdom,GBR,1797,3167
United Kingdom,GBR,1798,3161
United Kingdom,GBR,1799,3207
United Kingdom,GBR,1800,3343
United Kingdom,GBR,1801,3351
United Kingdom,GBR,1802,3360
United Kingdom,GBR,1803,3252
United Kingdom,GBR,1804,3204
United Kingdom,GBR,1805,3347
United Kingdom,GBR,1806,3287
United Kingdom,GBR,1807,3454
United Kingdom,GBR,1808,3250
United Kingdom,GBR,1809,3309
United Kingdom,GBR,1810,3478
United Kingdom,GBR,1811,3397
United Kingdom,GBR,1812,3207
United Kingdom,GBR,1813,3328
United Kingdom,GBR,1814,3204
United Kingdom,GBR,1815,3489
United Kingdom,GBR,1816,3250
United Kingdom,GBR,1817,3253
United Kingdom,GBR,1818,3201
United Kingdom,GBR,1819,3103
United Kingdom,GBR,1820,3306
United Kingdom,GBR,1821,3308
United Kingdom,GBR,1822,3315
United Kingdom,GBR,1823,3359
United Kingdom,GBR,1824,3492
United Kingdom,GBR,1825,3521
United Kingdom,GBR,1826,3290
United Kingdom,GBR,1827,3499
United Kingdom,GBR,1828,3461
United Kingdom,GBR,1829,3443
United Kingdom,GBR,1830,3550
United Kingdom,GBR,1831,3545
United Kingdom,GBR,1832,3612
United Kingdom,GBR,1833,3599
United Kingdom,GBR,1834,3639
United Kingdom,GBR,1835,3861
United Kingdom,GBR,1836,3937
United Kingdom,GBR,1837,3857
United Kingdom,GBR,1838,3963
United Kingdom,GBR,1839,3881
United Kingdom,GBR,1840,4018
United Kingdom,GBR,1841,3894
United Kingdom,GBR,1842,3808
United Kingdom,GBR,1843,3950
United Kingdom,GBR,1844,4245
United Kingdom,GBR,1845,4387
United Kingdom,GBR,1846,4334
United Kingdom,GBR,1847,4234
United Kingdom,GBR,1848,4361
United Kingdom,GBR,1849,4422
United Kingdom,GBR,1850,4332
United Kingdom,GBR,1851,4477
United Kingdom,GBR,1852,4626
United Kingdom,GBR,1853,4734
United Kingdom,GBR,1854,4909
United Kingdom,GBR,1855,4748
United Kingdom,GBR,1856,5013
United Kingdom,GBR,1857,5019
United Kingdom,GBR,1858,4879
United Kingdom,GBR,1859,5031
United Kingdom,GBR,1860,5086
United Kingdom,GBR,1861,5024
United Kingdom,GBR,1862,4764
United Kingdom,GBR,1863,5165
United Kingdom,GBR,1864,5255
United Kingdom,GBR,1865,5333
United Kingdom,GBR,1866,5451
United Kingdom,GBR,1867,5424
United Kingdom,GBR,1868,5636
United Kingdom,GBR,1869,5635
United Kingdom,GBR,1870,5829
United Kingdom,GBR,1871,5797
United Kingdom,GBR,1872,5769
United Kingdom,GBR,1873,5842
United Kingdom,GBR,1874,5874
United Kingdom,GBR,1875,5950
United Kingdom,GBR,1876,5938
United Kingdom,GBR,1877,5923
United Kingdom,GBR,1878,5879
United Kingdom,GBR,1879,5786
United Kingdom,GBR,1880,5997
United Kingdom,GBR,1881,6146
United Kingdom,GBR,1882,6269
United Kingdom,GBR,1883,6264
United Kingdom,GBR,1884,6220
United Kingdom,GBR,1885,6132
United Kingdom,GBR,1886,6170
United Kingdom,GBR,1887,6358
United Kingdom,GBR,1888,6585
United Kingdom,GBR,1889,6876
United Kingdom,GBR,1890,6845
United Kingdom,GBR,1891,6781
United Kingdom,GBR,1892,6553
United Kingdom,GBR,1893,6486
United Kingdom,GBR,1894,6851
United Kingdom,GBR,1895,6996
United Kingdom,GBR,1896,7211
United Kingdom,GBR,1897,7229
United Kingdom,GBR,1898,7500
United Kingdom,GBR,1899,7729
United Kingdom,GBR,1900,7594
United Kingdom,GBR,1901,7516
United Kingdom,GBR,1902,7635
United Kingdom,GBR,1903,7482
United Kingdom,GBR,1904,7455
United Kingdom,GBR,1905,7603
United Kingdom,GBR,1906,7782
United Kingdom,GBR,1907,7855
United Kingdom,GBR,1908,7461
United Kingdom,GBR,1909,7557
United Kingdom,GBR,1910,7718
United Kingdom,GBR,1911,7874
United Kingdom,GBR,1912,7954
United Kingdom,GBR,1913,8212
United Kingdom,GBR,1914,8131
United Kingdom,GBR,1915,8639
United Kingdom,GBR,1916,8702
United Kingdom,GBR,1917,8665
United Kingdom,GBR,1918,8630
United Kingdom,GBR,1919,7605
United Kingdom,GBR,1920,7017
United Kingdom,GBR,1921,6792
United Kingdom,GBR,1922,7391
United Kingdom,GBR,1923,7587
United Kingdom,GBR,1924,7844
United Kingdom,GBR,1925,8199
United Kingdom,GBR,1926,7868
United Kingdom,GBR,1927,8472
United Kingdom,GBR,1928,8539
United Kingdom,GBR,1929,8772
United Kingdom,GBR,1930,8673
United Kingdom,GBR,1931,8190
United Kingdom,GBR,1932,8206
United Kingdom,GBR,1933,8411
United Kingdom,GBR,1934,8939
United Kingdom,GBR,1935,9244
United Kingdom,GBR,1936,9620
United Kingdom,GBR,1937,9911
United Kingdom,GBR,1938,9988
United Kingdom,GBR,1939,9982
United Kingdom,GBR,1940,10928
United Kingdom,GBR,1941,11926
United Kingdom,GBR,1942,12176
United Kingdom,GBR,1943,12344
United Kingdom,GBR,1944,11803
United Kingdom,GBR,1945,11247
United Kingdom,GBR,1946,10751
United Kingdom,GBR,1947,10527
United Kingdom,GBR,1948,10753
United Kingdom,GBR,1949,11088
United Kingdom,GBR,1950,11061
United Kingdom,GBR,1951,11354
United Kingdom,GBR,1952,11303
United Kingdom,GBR,1953,11709
United Kingdom,GBR,1954,12145
United Kingdom,GBR,1955,12541
United Kingdom,GBR,1956,12639
United Kingdom,GBR,1957,12779
United Kingdom,GBR,1958,12698
United Kingdom,GBR,1959,13134
United Kingdom,GBR,1960,13780
United Kingdom,GBR,1961,14118
United Kingdom,GBR,1962,14131
United Kingdom,GBR,1963,14583
United Kingdom,GBR,1964,15251
United Kingdom,GBR,1965,15545
United Kingdom,GBR,1966,15757
United Kingdom,GBR,1967,16018
United Kingdom,GBR,1968,16593
United Kingdom,GBR,1969,16820
United Kingdom,GBR,1970,17162
United Kingdom,GBR,1971,17440
United Kingdom,GBR,1972,18002
United Kingdom,GBR,1973,19168
United Kingdom,GBR,1974,18903
United Kingdom,GBR,1975,18884
United Kingdom,GBR,1976,19311
United Kingdom,GBR,1977,19740
United Kingdom,GBR,1978,20448
United Kingdom,GBR,1979,20988
United Kingdom,GBR,1980,20612
United Kingdom,GBR,1981,20319
United Kingdom,GBR,1982,20650
United Kingdom,GBR,1983,21366
United Kingdom,GBR,1984,21869
United Kingdom,GBR,1985,22579
United Kingdom,GBR,1986,23498
United Kingdom,GBR,1987,24536
United Kingdom,GBR,1988,25679
United Kingdom,GBR,1989,26164
United Kingdom,GBR,1990,26189
United Kingdom,GBR,1991,25792.01
United Kingdom,GBR,1992,25790.18
United Kingdom,GBR,1993,26349.34
United Kingdom,GBR,1994,27277.54
United Kingdom,GBR,1995,27861.22
United Kingdom,GBR,1996,28472.25
United Kingdom,GBR,1997,29259.76
United Kingdom,GBR,1998,30077.38
United Kingdom,GBR,1999,30932.54
United Kingdom,GBR,2000,31946.04
United Kingdom,GBR,2001,32660.44
United Kingdom,GBR,2002,33271.3
United Kingdom,GBR,2003,34232.43
United Kingdom,GBR,2004,34865.78
United Kingdom,GBR,2005,35623.63
United Kingdom,GBR,2006,36214.07
United Kingdom,GBR,2007,36816.68
United Kingdom,GBR,2008,36264.79
United Kingdom,GBR,2009,34402.36
United Kingdom,GBR,2010,34754.47
United Kingdom,GBR,2011,34971
United Kingdom,GBR,2012,35185
United Kingdom,GBR,2013,35618
United Kingdom,GBR,2014,36436
United Kingdom,GBR,2015,36941
United Kingdom,GBR,2016,37334
United Kingdom,GBR,2017,37782.83
United Kingdom,GBR,2018,38058.09
India,IND,1600,1264
India,IND,1650,1189
India,IND,1700,1162
India,IND,1750,1068
India,IND,1801,1033
India,IND,1811,983
India,IND,1821,937
India,IND,1831,945
India,IND,1841,944
India,IND,1850,947
India,IND,1851,947
India,IND,1861,896
India,IND,1870,850
India,IND,1884,878
India,IND,1885,904
India,IND,1886,874
India,IND,1887,912
India,IND,1888,918
India,IND,1889,891
India,IND,1890,931
India,IND,1891,843
India,IND,1892,910
India,IND,1893,931
India,IND,1894,944
India,IND,1895,920
India,IND,1896,850
India,IND,1897,1004
India,IND,1898,1004
India,IND,1899,925
India,IND,1900,955
India,IND,1901,969
India,IND,1902,1044
India,IND,1903,1052
India,IND,1904,1050
India,IND,1905,1025
India,IND,1906,1047
India,IND,1907,979
India,IND,1908,987
India,IND,1909,1116
India,IND,1910,1111
India,IND,1911,1101
India,IND,1912,1098
India,IND,1913,1073
India,IND,1914,1130
India,IND,1915,1101
India,IND,1916,1132
India,IND,1917,1111
India,IND,1918,968
India,IND,1919,1100
India,IND,1920,1012
India,IND,1921,1082
India,IND,1922,1117
India,IND,1923,1070
India,IND,1924,1111
India,IND,1925,1113
India,IND,1926,1137
India,IND,1927,1125
India,IND,1928,1125
India,IND,1929,1160
India,IND,1930,1157
India,IND,1931,1133
India,IND,1932,1130
India,IND,1933,1116
India,IND,1934,1111
India,IND,1935,1084
India,IND,1936,1111
India,IND,1937,1078
India,IND,1938,1065
India,IND,1939,1074
India,IND,1940,1093
India,IND,1941,1101
India,IND,1942,1082
India,IND,1943,1113
India,IND,1944,1089
India,IND,1945,1058
India,IND,1946,991
India,IND,1947,985
India,IND,1948,983
India,IND,1949,995
India,IND,1950,987
India,IND,1951,993
India,IND,1952,1003
India,IND,1953,1047
India,IND,1954,1071
India,IND,1955,1078
India,IND,1956,1117
India,IND,1957,1084
India,IND,1958,1141
India,IND,1959,1143
India,IND,1960,1200
India,IND,1961,1208
India,IND,1962,1208
India,IND,1963,1242
India,IND,1964,1309
India,IND,1965,1229
India,IND,1966,1215
India,IND,1967,1286
India,IND,1968,1290
India,IND,1969,1347
India,IND,1970,1384
India,IND,1971,1364
India,IND,1972,1329
India,IND,1973,1360
India,IND,1974,1344
India,IND,1975,1430
India,IND,1976,1417
India,IND,1977,1494
India,IND,1978,1540
India,IND,1979,1427
India,IND,1980,1495
India,IND,1981,1557
India,IND,1982,1570
India,IND,1983,1663
India,IND,1984,1690
India,IND,1985,1720
India,IND,1986,1755
India,IND,1987,1793
India,IND,1988,1938
India,IND,1989,2024
India,IND,1990,2087
India,IND,1991,2062.31
India,IND,1992,2115.26
India,IND,1993,2176.43
India,IND,1994,2254.9
India,IND,1995,2355.96
India,IND,1996,2475.57
India,IND,1997,2514.02
India,IND,1998,2611.78
India,IND,1999,2707.74
India,IND,2000,2753.09
India,IND,2001,2837.86
India,IND,2002,2870.92
India,IND,2003,3035.92
India,IND,2004,3212.51
India,IND,2005,3396.65
India,IND,2006,3629.41
India,IND,2007,3870.7
India,IND,2008,4030.65
India,IND,2009,4270.71
India,IND,2010,4525.75
India,IND,2011,4768
India,IND,2012,4932
India,IND,2013,5172
India,IND,2014,5458
India,IND,2015,5794
India,IND,2016,6125
India,IND,2017,6449.11
India,IND,2018,6806.5
Sudan,SDN,1950,1309
Sudan,SDN,1951,1334
Sudan,SDN,1952,1363
Sudan,SDN,1953,1388
Sudan,SDN,1954,1417
Sudan,SDN,1955,1446
Sudan,SDN,1956,1556
Sudan,SDN,1957,1492
Sudan,SDN,1958,1513
Sudan,SDN,1959,1647
Sudan,SDN,1960,1632
Sudan,SDN,1961,1588
Sudan,SDN,1962,1653
Sudan,SDN,1963,1562
Sudan,SDN,1964,1505
Sudan,SDN,1965,1568
Sudan,SDN,1966,1510
Sudan,SDN,1967,1423
Sudan,SDN,1968,1471
Sudan,SDN,1969,1521
Sudan,SDN,1970,1415
Sudan,SDN,1971,1471
Sudan,SDN,1972,1400
Sudan,SDN,1973,1243
Sudan,SDN,1974,1328
Sudan,SDN,1975,1451
Sudan,SDN,1976,1664
Sudan,SDN,1977,1857
Sudan,SDN,1978,1766
Sudan,SDN,1979,1524
Sudan,SDN,1980,1484
Sudan,SDN,1981,1466
Sudan,SDN,1982,1599
Sudan,SDN,1983,1527
Sudan,SDN,1984,1404
Sudan,SDN,1985,1274
Sudan,SDN,1986,1286
Sudan,SDN,1987,1288
Sudan,SDN,1988,1282
Sudan,SDN,1989,1353
Sudan,SDN,1990,1211
Sudan,SDN,1991,1277.69
Sudan,SDN,1992,1336.05
Sudan,SDN,1993,1374.38
Sudan,SDN,1994,1386.11
Sudan,SDN,1995,1467.71
Sudan,SDN,1996,1551.86
Sudan,SDN,1997,1714.38
Sudan,SDN,1998,1785.1
Sudan,SDN,1999,1837.5
Sudan,SDN,2000,1951.47
Sudan,SDN,2001,2075.62
Sudan,SDN,2002,2205.57
Sudan,SDN,2003,2373.06
Sudan,SDN,2004,2461.3
Sudan,SDN,2005,2642.52
Sudan,SDN,2006,2903.8
Sudan,SDN,2007,3233.7
Sudan,SDN,2008,3478.89
Sudan,SDN,2009,3580.19
Sudan,SDN,2010,3707.3
Sudan,SDN,2011,3669
Sudan,SDN,2012,3231
Sudan,SDN,2013,3451
Sudan,SDN,2014,3531
Sudan,SDN,2015,3625
Sudan,SDN,2016,3651
Sudan,SDN,2017,3566.15
Sudan,SDN,2018,3379.6
Namibia,NAM,1990,5007
Namibia,NAM,1991,5239.03
Namibia,NAM,1992,5532.67
Namibia,NAM,1993,5294.24
Namibia,NAM,1994,5545.46
Namibia,NAM,1995,5638.77
Namibia,NAM,1996,5687.12
Namibia,NAM,1997,5796.63
Namibia,NAM,1998,5859.88
Namibia,NAM,1999,5926.43
Namibia,NAM,2000,5971.81
Namibia,NAM,2001,5888.43
Namibia,NAM,2002,6069.32
Namibia,NAM,2003,6082.43
Namibia,NAM,2004,6712.77
Namibia,NAM,2005,6807.58
Namibia,NAM,2006,7208.69
Namibia,NAM,2007,7509.53
Namibia,NAM,2008,7618.03
Namibia,NAM,2009,7548.13
Namibia,NAM,2010,7905.54
Namibia,NAM,2011,8203
Namibia,NAM,2012,8483
Namibia,NAM,2013,8793
Namibia,NAM,2014,9170
Namibia,NAM,2015,9462
Namibia,NAM,2016,9376
Namibia,NAM,2017,9188
Namibia,NAM,2018,9043.12
Madagascar,MDG,1950,1516
Madagascar,MDG,1951,1549
Madagascar,MDG,1952,1581
Madagascar,MDG,1953,1613
Madagascar,MDG,1954,1645
Madagascar,MDG,1955,1677
Madagascar,MDG,1956,1709
Madagascar,MDG,1957,1741
Madagascar,MDG,1958,1773
Madagascar,MDG,1959,1804
Madagascar,MDG,1960,1793
Madagascar,MDG,1961,1795
Madagascar,MDG,1962,1800
Madagascar,MDG,1963,1747
Madagascar,MDG,1964,1779
Madagascar,MDG,1965,1734
Madagascar,MDG,1966,1733
Madagascar,MDG,1967,1790
Madagascar,MDG,1968,1871
Madagascar,MDG,1969,1900
Madagascar,MDG,1970,1954
Madagascar,MDG,1971,1986
Madagascar,MDG,1972,1916
Madagascar,MDG,1973,1824
Madagascar,MDG,1974,1816
Madagascar,MDG,1975,1795
Madagascar,MDG,1976,1694
Madagascar,MDG,1977,1691
Madagascar,MDG,1978,1604
Madagascar,MDG,1979,1714
Madagascar,MDG,1980,1680
Madagascar,MDG,1981,1492
Madagascar,MDG,1982,1423
Madagascar,MDG,1983,1395
Madagascar,MDG,1984,1305
Madagascar,MDG,1985,1296
Madagascar,MDG,1986,1267
Madagascar,MDG,1987,1258
Madagascar,MDG,1988,1240
Madagascar,MDG,1989,1251
Madagascar,MDG,1990,1262
Madagascar,MDG,1991,1160.67
Madagascar,MDG,1992,1152.65
Madagascar,MDG,1993,1154.19
Madagascar,MDG,1994,1132.17
Madagascar,MDG,1995,1129.85
Madagascar,MDG,1996,1132.44
Madagascar,MDG,1997,1152.15
Madagascar,MDG,1998,1174.23
Madagascar,MDG,1999,1206.89
Madagascar,MDG,2000,1238.78
Madagascar,MDG,2001,1290.11
Madagascar,MDG,2002,1110.82
Madagascar,MDG,2003,1198.44
Madagascar,MDG,2004,1239.9
Madagascar,MDG,2005,1276.49
Madagascar,MDG,2006,1322.48
Madagascar,MDG,2007,1384.19
Madagascar,MDG,2008,1458.79
Madagascar,MDG,2009,1367.69
Madagascar,MDG,2010,1349.62
Madagascar,MDG,2011,1347
Madagascar,MDG,2012,1351
Madagascar,MDG,2013,1345
Madagascar,MDG,2014,1354
Madagascar,MDG,2015,1360
Madagascar,MDG,2016,1381
Madagascar,MDG,2017,1399.58
Madagascar,MDG,2018,1427.6
Ethiopia,ETH,1950,622
Ethiopia,ETH,1951,630
Ethiopia,ETH,1952,636
Ethiopia,ETH,1953,662
Ethiopia,ETH,1954,650
Ethiopia,ETH,1955,673
Ethiopia,ETH,1956,682
Ethiopia,ETH,1957,665
Ethiopia,ETH,1958,674
Ethiopia,ETH,1959,681
Ethiopia,ETH,1960,701
Ethiopia,ETH,1961,722
Ethiopia,ETH,1962,736
Ethiopia,ETH,1963,818
Ethiopia,ETH,1964,840
Ethiopia,ETH,1965,872
Ethiopia,ETH,1966,888
Ethiopia,ETH,1967,907
Ethiopia,ETH,1968,902
Ethiopia,ETH,1969,917
Ethiopia,ETH,1970,948
Ethiopia,ETH,1971,968
Ethiopia,ETH,1972,995
Ethiopia,ETH,1973,1004
Ethiopia,ETH,1974,993
Ethiopia,ETH,1975,972
Ethiopia,ETH,1976,974
Ethiopia,ETH,1977,977
Ethiopia,ETH,1978,952
Ethiopia,ETH,1979,999
Ethiopia,ETH,1980,1033
Ethiopia,ETH,1981,1009
Ethiopia,ETH,1982,980
Ethiopia,ETH,1983,999
Ethiopia,ETH,1984,956
Ethiopia,ETH,1985,880
Ethiopia,ETH,1986,920
Ethiopia,ETH,1987,980
Ethiopia,ETH,1988,969
Ethiopia,ETH,1989,956
Ethiopia,ETH,1990,915
Ethiopia,ETH,1991,810.79
Ethiopia,ETH,1992,708.37
Ethiopia,ETH,1993,699.23
Ethiopia,ETH,1994,731.75
Ethiopia,ETH,1995,744.14
Ethiopia,ETH,1996,782.99
Ethiopia,ETH,1997,815.15
Ethiopia,ETH,1998,786.28
Ethiopia,ETH,1999,761.9
Ethiopia,ETH,2000,771.73
Ethiopia,ETH,2001,783.9
Ethiopia,ETH,2002,793.91
Ethiopia,ETH,2003,764.53
Ethiopia,ETH,2004,771.47
Ethiopia,ETH,2005,829.24
Ethiopia,ETH,2006,880.65
Ethiopia,ETH,2007,936.37
Ethiopia,ETH,2008,989.98
Ethiopia,ETH,2009,1043.53
Ethiopia,ETH,2010,1106.38
Ethiopia,ETH,2011,1199
Ethiopia,ETH,2012,1287
Ethiopia,ETH,2013,1365
Ethiopia,ETH,2014,1459
Ethiopia,ETH,2015,1553
Ethiopia,ETH,2016,1635
Ethiopia,ETH,2017,1753.32
Ethiopia,ETH,2018,1838.49
Chad,TCD,1950,815
Chad,TCD,1951,834
Chad,TCD,1952,851
Chad,TCD,1953,870
Chad,TCD,1954,888
Chad,TCD,1955,907
Chad,TCD,1956,926
Chad,TCD,1957,945
Chad,TCD,1958,966
Chad,TCD,1959,983
Chad,TCD,1960,974
Chad,TCD,1961,971
Chad,TCD,1962,1004
Chad,TCD,1963,972
Chad,TCD,1964,929
Chad,TCD,1965,913
Chad,TCD,1966,878
Chad,TCD,1967,866
Chad,TCD,1968,843
Chad,TCD,1969,881
Chad,TCD,1970,880
Chad,TCD,1971,877
Chad,TCD,1972,800
Chad,TCD,1973,746
Chad,TCD,1974,829
Chad,TCD,1975,952
Chad,TCD,1976,918
Chad,TCD,1977,830
Chad,TCD,1978,808
Chad,TCD,1979,622
Chad,TCD,1980,583
Chad,TCD,1981,521
Chad,TCD,1982,524
Chad,TCD,1983,577
Chad,TCD,1984,601
Chad,TCD,1985,642
Chad,TCD,1986,662
Chad,TCD,1987,663
Chad,TCD,1988,692
Chad,TCD,1989,685
Chad,TCD,1990,692
Chad,TCD,1991,703.28
Chad,TCD,1992,698.74
Chad,TCD,1993,680.8
Chad,TCD,1994,713.83
Chad,TCD,1995,700.71
Chad,TCD,1996,694.11
Chad,TCD,1997,719.15
Chad,TCD,1998,753.86
Chad,TCD,1999,733.78
Chad,TCD,2000,716.04
Chad,TCD,2001,783.06
Chad,TCD,2002,831.83
Chad,TCD,2003,925.51
Chad,TCD,2004,1200.27
Chad,TCD,2005,1266.11
Chad,TCD,2006,1225.52
Chad,TCD,2007,1422.34
Chad,TCD,2008,1422.23
Chad,TCD,2009,1533.18
Chad,TCD,2010,1720.33
Chad,TCD,2011,1661
Chad,TCD,2012,1793
Chad,TCD,2013,1888
Chad,TCD,2014,2279
Chad,TCD,2015,2384
Chad,TCD,2016,2189
Chad,TCD,2017,2066.35
Chad,TCD,2018,2046.36
